Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Gustavo Martins,Electronics,5121.85,14452.4,0.08,0.19,1/18/2020,33,69
Beatriz Santos,Wardrobe,9458.32,5942.74,0.25,0.19,1/18/2020,50,100
Camila Lima,Wardrobe,8569.64,3003.75,0.16,0.2,1/18/2020,50,171
Thiago Barbosa,Accessories,1155.58,1604.38,0.62,0.58,1/18/2020,4,14
Letícia Ribeiro,Accessories,3425.52,2210.85,0.74,0.56,1/18/2020,16,52
Enzo Nascimento,House,15034.08,8415.54,0.3,0.23,1/18/2020,91,116
Guilherme Santos,House,18380.36,13468.04,0.13,0.31,1/18/2020,118,255
Vitória Ribeiro,Toy,9080,7702.49,0.2,0.22,1/18/2020,50,161
Julia Araújo,Sports,8002.37,4281.27,0.43,0.29,1/18/2020,43,59
Lucas Rodrigues,Sports,5682.19,4227.06,0.47,0.29,1/18/2020,28,101
Thiago Carvalho,Sports,9008.3,4065.68,0.22,0.34,1/18/2020,55,181
Mateus Barbosa,Electronics,13845.69,7334.39,0.14,0.21,1/18/2020,72,212
Camila Carvalho,House,4947.06,15327.78,0.32,0.31,1/18/2020,24,79
Diego Cardoso,Wardrobe,7814.01,4492.68,0.17,0.18,1/18/2020,46,187
Jorge Santos,Toy,6056.73,12112.6,0.25,0.23,1/18/2020,34,109
Raphael Silva,Stationery,2144.61,2705.36,0.59,0.54,1/18/2020,9,29
Caroline Reis,Stationery,3178.42,1661.35,0.54,0.43,1/18/2020,19,37
Letícia Nascimento,Electronics,5236.59,8978.68,0.14,0.22,1/19/2020,31,63
Ana Sousa,Electronics,1691.43,4561.75,0.09,0.18,1/19/2020,7,28
Gustavo Martins,Electronics,3495.92,13151.75,0.3,0.17,1/19/2020,17,47
Beatriz Santos,Wardrobe,1303.71,9007.61,0.2,0.15,1/19/2020,6,14
Camila Lima,Wardrobe,6784.41,5619.46,0.13,0.14,1/19/2020,41,161
Thiago Barbosa,Accessories,462.07,1939.39,0.32,0.4,1/19/2020,2,5
Letícia Ribeiro,Accessories,4891.48,2845.7,0.62,0.5,1/19/2020,21,49
Enzo Nascimento,House,5933.31,7322.16,0.35,0.25,1/19/2020,34,82
Guilherme Santos,House,12544.1,13481.3,0.35,0.26,1/19/2020,74,194
Vitória Ribeiro,Toy,11507.13,11036.36,0.1,0.29,1/19/2020,63,174
Julia Araújo,Sports,8754.58,15236.54,0.27,0.29,1/19/2020,55,204
Lucas Rodrigues,Sports,6107.45,6955.45,0.52,0.27,1/19/2020,33,98
Thiago Carvalho,Sports,16909.62,6590.24,0.16,0.36,1/19/2020,97,188
Mateus Barbosa,Electronics,12717.46,13042.97,0.25,0.18,1/19/2020,70,231
Camila Carvalho,House,7607.23,15896.53,0.4,0.26,1/19/2020,38,150
Diego Cardoso,Wardrobe,8606.36,2788.73,0.19,0.19,1/19/2020,45,129
Jorge Santos,Toy,8067.3,11942.81,0.21,0.26,1/19/2020,48,114
Raphael Silva,Stationery,3989.93,3063.8,0.4,0.45,1/19/2020,19,59
Caroline Reis,Stationery,389.93,3230.62,0.41,0.41,1/19/2020,2,7
Letícia Nascimento,Electronics,820.05,8553.42,0.2,0.18,1/20/2020,2,5
Ana Sousa,Electronics,2818.18,12847.84,0.21,0.21,1/20/2020,14,45
Gustavo Martins,Electronics,3563.07,7894.44,0.26,0.17,1/20/2020,17,27
Beatriz Santos,Wardrobe,3972.72,3311.8,0.17,0.2,1/20/2020,19,41
Camila Lima,Wardrobe,4441.25,9544.05,0.13,0.18,1/20/2020,28,86
Thiago Barbosa,Accessories,5653.06,3775,0.24,0.48,1/20/2020,29,105
Letícia Ribeiro,Accessories,3173.87,4027.65,0.62,0.5,1/20/2020,16,54
Enzo Nascimento,House,3867.73,14521.93,0.3,0.23,1/20/2020,19,42
Guilherme Santos,House,4231.87,8819.21,0.41,0.3,1/20/2020,21,32
Vitória Ribeiro,Toy,6436.52,11660.49,0.24,0.26,1/20/2020,33,123
Julia Araújo,Sports,1156.49,11502.43,0.43,0.34,1/20/2020,6,17
Lucas Rodrigues,Sports,4300.62,11131.18,0.27,0.34,1/20/2020,24,50
Thiago Carvalho,Sports,12999.06,4923.09,0.51,0.36,1/20/2020,70,115
Mateus Barbosa,Electronics,4201.96,9211.33,0.18,0.2,1/20/2020,21,35
Camila Carvalho,House,11377.73,15092.79,0.3,0.3,1/20/2020,68,158
Diego Cardoso,Wardrobe,7873.1,4626.72,0.18,0.16,1/20/2020,43,76
Jorge Santos,Toy,860.06,3534.76,0.24,0.28,1/20/2020,2,7
Raphael Silva,Stationery,2128.66,3180.53,0.5,0.54,1/20/2020,7,13
Caroline Reis,Stationery,3431.54,1605.05,0.63,0.41,1/20/2020,16,48
Letícia Nascimento,Electronics,2075.21,10080.81,0.1,0.21,1/21/2020,11,24
Ana Sousa,Electronics,11786.86,5578.19,0.29,0.21,1/21/2020,62,221
Gustavo Martins,Electronics,1951.4,6094.58,0.28,0.24,1/21/2020,7,15
Beatriz Santos,Wardrobe,4483.82,8860.05,0.13,0.18,1/21/2020,21,41
Camila Lima,Wardrobe,474.21,5755.84,0.22,0.21,1/21/2020,2,5
Thiago Barbosa,Accessories,5599.22,1655.65,0.52,0.42,1/21/2020,29,46
Letícia Ribeiro,Accessories,5808.29,4953,0.34,0.54,1/21/2020,33,47
Enzo Nascimento,House,7381.12,14204.35,0.12,0.25,1/21/2020,43,141
Guilherme Santos,House,14726.65,11065.26,0.2,0.31,1/21/2020,85,183
Vitória Ribeiro,Toy,10204.59,4948.75,0.31,0.25,1/21/2020,60,144
Julia Araújo,Sports,18206.22,8143.59,0.48,0.39,1/21/2020,118,265
Lucas Rodrigues,Sports,14546.22,7880.63,0.38,0.36,1/21/2020,92,252
Thiago Carvalho,Sports,12022.69,11860.82,0.26,0.31,1/21/2020,63,98
Mateus Barbosa,Electronics,5442.38,7097.23,0.18,0.19,1/21/2020,29,110
Camila Carvalho,House,841.55,6345.95,0.34,0.23,1/21/2020,2,3
Diego Cardoso,Wardrobe,8685.87,9904.06,0.09,0.15,1/21/2020,40,91
Jorge Santos,Toy,6372.28,11954.54,0.25,0.23,1/21/2020,34,114
Raphael Silva,Stationery,1172.88,3803.7,0.45,0.41,1/21/2020,9,27
Caroline Reis,Stationery,3516.12,4234.63,0.49,0.5,1/21/2020,19,63
Letícia Nascimento,Electronics,13908.59,9381.06,0.1,0.18,1/22/2020,75,119
Ana Sousa,Electronics,7075.76,6195.29,0.23,0.18,1/22/2020,41,86
Gustavo Martins,Electronics,10735.11,8102.03,0.1,0.22,1/22/2020,62,195
Beatriz Santos,Wardrobe,11785.91,2804.46,0.08,0.18,1/22/2020,62,100
Camila Lima,Wardrobe,5137.41,5134.98,0.11,0.18,1/22/2020,33,111
Thiago Barbosa,Accessories,2130.13,3532.22,0.22,0.5,1/22/2020,9,32
Letícia Ribeiro,Accessories,5683.79,1770.33,0.78,0.5,1/22/2020,28,74
Enzo Nascimento,House,6364.65,13584.91,0.26,0.31,1/22/2020,33,91
Guilherme Santos,House,3447.37,7321.61,0.12,0.32,1/22/2020,16,57
Vitória Ribeiro,Toy,14058.23,10395.82,0.28,0.24,1/22/2020,82,201
Julia Araújo,Sports,8315.31,11283.74,0.16,0.36,1/22/2020,45,56
Lucas Rodrigues,Sports,8759.17,10085.81,0.26,0.34,1/22/2020,48,109
Thiago Carvalho,Sports,5349.22,7205.26,0.17,0.33,1/22/2020,29,73
Mateus Barbosa,Electronics,13147.88,4320.69,0.18,0.18,1/22/2020,84,123
Camila Carvalho,House,1941.91,6994.06,0.22,0.23,1/22/2020,9,32
Diego Cardoso,Wardrobe,6119.98,7660.52,0.08,0.2,1/22/2020,36,71
Jorge Santos,Toy,11104.97,7724.07,0.4,0.29,1/22/2020,53,185
Raphael Silva,Stationery,3952.78,3601.92,0.4,0.5,1/22/2020,19,24
Caroline Reis,Stationery,1585.4,3701.34,0.49,0.43,1/22/2020,4,8
Letícia Nascimento,Electronics,2579.76,6699.77,0.1,0.16,1/23/2020,12,42
Ana Sousa,Electronics,15057.71,5032.53,0.26,0.17,1/23/2020,82,177
Gustavo Martins,Electronics,6558.59,10114.39,0.1,0.18,1/23/2020,34,65
Beatriz Santos,Wardrobe,2253.85,8651.3,0.21,0.15,1/23/2020,12,45
Camila Lima,Wardrobe,3816.1,6447.5,0.22,0.18,1/23/2020,19,32
Thiago Barbosa,Accessories,5279.94,1656.14,0.52,0.6,1/23/2020,29,75
Letícia Ribeiro,Accessories,5792.43,1835.79,0.8,0.5,1/23/2020,29,115
Enzo Nascimento,House,10483.03,16242,0.14,0.23,1/23/2020,53,99
Guilherme Santos,House,18137.68,7657.69,0.11,0.23,1/23/2020,123,305
Vitória Ribeiro,Toy,5860.92,10279.59,0.21,0.21,1/23/2020,34,67
Julia Araújo,Sports,4691.08,11462.64,0.33,0.27,1/23/2020,26,32
Lucas Rodrigues,Sports,12809.53,6449.32,0.3,0.29,1/23/2020,75,303
Thiago Carvalho,Sports,2066.32,11790.04,0.38,0.39,1/23/2020,9,16
Mateus Barbosa,Electronics,9885.92,6016.98,0.1,0.21,1/23/2020,50,154
Camila Carvalho,House,2214.27,15842.66,0.37,0.33,1/23/2020,9,19
Diego Cardoso,Wardrobe,8726.7,7603.76,0.19,0.14,1/23/2020,55,98
Jorge Santos,Toy,4897.21,7339.42,0.37,0.29,1/23/2020,23,84
Raphael Silva,Stationery,4778.77,2669.09,0.4,0.5,1/23/2020,28,86
Caroline Reis,Stationery,3067.66,2649.26,0.4,0.45,1/23/2020,16,39
Letícia Nascimento,Electronics,13219.54,4212.93,0.13,0.17,1/24/2020,80,258
Ana Sousa,Electronics,1866.04,11462.29,0.14,0.22,1/24/2020,12,27
Gustavo Martins,Electronics,2377.88,7995.94,0.13,0.17,1/24/2020,16,33
Beatriz Santos,Wardrobe,7802.48,4535.77,0.17,0.17,1/24/2020,46,105
Camila Lima,Wardrobe,6495.43,7451.52,0.13,0.18,1/24/2020,34,91
Thiago Barbosa,Accessories,3789.27,5170.85,0.68,0.48,1/24/2020,23,46
Letícia Ribeiro,Accessories,5834.65,2628.02,0.36,0.46,1/24/2020,31,96
Enzo Nascimento,House,2738.51,6016.58,0.36,0.28,1/24/2020,12,20
Guilherme Santos,House,14741.51,12149.94,0.37,0.31,1/24/2020,94,278
Vitória Ribeiro,Toy,9837.29,5692.32,0.33,0.28,1/24/2020,51,93
Julia Araújo,Sports,15985.44,11522.31,0.36,0.38,1/24/2020,85,337
Lucas Rodrigues,Sports,8795.72,4228.76,0.3,0.36,1/24/2020,51,197
Thiago Carvalho,Sports,13648.44,15297.78,0.16,0.36,1/24/2020,84,128
Mateus Barbosa,Electronics,4957.94,14199.21,0.1,0.18,1/24/2020,23,31
Camila Carvalho,House,1350.18,12352.7,0.26,0.32,1/24/2020,9,33
Diego Cardoso,Wardrobe,2330.28,5973.89,0.09,0.17,1/24/2020,12,45
Jorge Santos,Toy,3577.33,6112.73,0.24,0.24,1/24/2020,16,31
Raphael Silva,Stationery,1822.26,1980.46,0.65,0.4,1/24/2020,7,27
Caroline Reis,Stationery,1700.32,1406.22,0.31,0.41,1/24/2020,7,27
Letícia Nascimento,Electronics,10404.56,10496.19,0.31,0.24,1/25/2020,55,92
Ana Sousa,Electronics,6787.01,10433.16,0.14,0.19,1/25/2020,38,136
Gustavo Martins,Electronics,2676.82,11666.32,0.23,0.19,1/25/2020,11,23
Beatriz Santos,Wardrobe,2292.39,7927.33,0.13,0.17,1/25/2020,11,22
Camila Lima,Wardrobe,11194.75,3398.44,0.2,0.17,1/25/2020,53,189
Thiago Barbosa,Accessories,743.63,1571.58,0.72,0.54,1/25/2020,2,7
Letícia Ribeiro,Accessories,4015.47,4931.67,0.68,0.58,1/25/2020,24,37
Enzo Nascimento,House,17054.93,10712.68,0.39,0.26,1/25/2020,101,180
Guilherme Santos,House,19992.76,4664.81,0.24,0.31,1/25/2020,119,176
Vitória Ribeiro,Toy,6352.47,4923.69,0.18,0.27,1/25/2020,34,55
Julia Araújo,Sports,17503.08,12983.24,0.36,0.38,1/25/2020,99,257
Lucas Rodrigues,Sports,11719.98,14936.47,0.31,0.36,1/25/2020,65,129
Thiago Carvalho,Sports,2054.31,14185.8,0.3,0.26,1/25/2020,7,26
Mateus Barbosa,Electronics,8541.68,10850.42,0.09,0.22,1/25/2020,50,203
Camila Carvalho,House,2145.65,16572.16,0.29,0.22,1/25/2020,11,36
Diego Cardoso,Wardrobe,4021.8,3297.23,0.25,0.2,1/25/2020,21,36
Jorge Santos,Toy,13465.03,3172.96,0.25,0.22,1/25/2020,70,170
Raphael Silva,Stationery,3246.52,3283.99,0.72,0.4,1/25/2020,16,30
Caroline Reis,Stationery,1171.36,2141.75,0.65,0.47,1/25/2020,9,23
Letícia Nascimento,Electronics,5137.97,3775,0.22,0.21,1/26/2020,33,119
Ana Sousa,Electronics,3413.86,6198.07,0.16,0.21,1/26/2020,19,35
Gustavo Martins,Electronics,5936,8689.97,0.23,0.22,1/26/2020,34,75
Beatriz Santos,Wardrobe,1033.85,8538.85,0.25,0.2,1/26/2020,4,13
Camila Lima,Wardrobe,9863.77,6931.43,0.27,0.17,1/26/2020,55,121
Thiago Barbosa,Accessories,1813.63,3729.83,0.38,0.44,1/26/2020,12,42
Letícia Ribeiro,Accessories,3556.78,4531.46,0.3,0.56,1/26/2020,16,50
Enzo Nascimento,House,1297.29,11196.87,0.41,0.24,1/26/2020,6,14
Guilherme Santos,House,4365.26,16398.7,0.35,0.28,1/26/2020,28,110
Vitória Ribeiro,Toy,847.32,8197.75,0.15,0.29,1/26/2020,2,3
Julia Araújo,Sports,16408.32,8239.1,0.34,0.34,1/26/2020,106,165
Lucas Rodrigues,Sports,8496.43,15034.88,0.33,0.34,1/26/2020,43,158
Thiago Carvalho,Sports,8441.94,7952.82,0.35,0.38,1/26/2020,46,161
Mateus Barbosa,Electronics,3498.34,10955.04,0.19,0.19,1/26/2020,17,46
Camila Carvalho,House,13358.35,7375.6,0.39,0.3,1/26/2020,82,288
Diego Cardoso,Wardrobe,3739.63,3027.56,0.13,0.17,1/26/2020,21,56
Jorge Santos,Toy,7335.6,7826.44,0.27,0.27,1/26/2020,43,61
Raphael Silva,Stationery,4580.75,2034.18,0.18,0.49,1/26/2020,21,61
Caroline Reis,Stationery,4666.45,1206.29,0.54,0.47,1/26/2020,23,59
Letícia Nascimento,Electronics,8081.78,7378.23,0.09,0.17,1/27/2020,50,203
Ana Sousa,Electronics,11241,4188.16,0.17,0.24,1/27/2020,60,73
Gustavo Martins,Electronics,10368.8,4198.13,0.3,0.24,1/27/2020,53,167
Beatriz Santos,Wardrobe,6859.57,2739.14,0.11,0.17,1/27/2020,40,137
Camila Lima,Wardrobe,11605.92,9851.49,0.08,0.14,1/27/2020,60,229
Thiago Barbosa,Accessories,3231.96,2609.9,0.78,0.6,1/27/2020,17,47
Letícia Ribeiro,Accessories,6137.15,1996.67,0.44,0.44,1/27/2020,33,61
Enzo Nascimento,House,12641.73,13948.61,0.18,0.32,1/27/2020,74,241
Guilherme Santos,House,13494.9,10524.2,0.35,0.32,1/27/2020,74,155
Vitória Ribeiro,Toy,12870.79,6402.45,0.26,0.24,1/27/2020,74,209
Julia Araújo,Sports,12127.55,14406.51,0.2,0.33,1/27/2020,63,216
Lucas Rodrigues,Sports,8584.9,4308.18,0.49,0.34,1/27/2020,43,129
Thiago Carvalho,Sports,5451.18,7847.36,0.13,0.34,1/27/2020,33,40
Mateus Barbosa,Electronics,6544.59,9955.33,0.18,0.2,1/27/2020,36,108
Camila Carvalho,House,10663.49,10149.82,0.14,0.24,1/27/2020,51,148
Diego Cardoso,Wardrobe,4661.56,2965.02,0.21,0.19,1/27/2020,24,86
Jorge Santos,Toy,14261.46,5473.08,0.16,0.24,1/27/2020,70,277
Raphael Silva,Stationery,4625.44,2708.97,0.52,0.38,1/27/2020,24,89
Caroline Reis,Stationery,3598.4,1607.65,0.68,0.47,1/27/2020,19,60
Letícia Nascimento,Electronics,7601.94,13358.56,0.12,0.17,1/28/2020,41,154
Ana Sousa,Electronics,3180.2,11061.45,0.31,0.23,1/28/2020,17,24
Gustavo Martins,Electronics,7845.18,9487.55,0.13,0.2,1/28/2020,48,125
Beatriz Santos,Wardrobe,7311.54,2791.28,0.26,0.17,1/28/2020,40,106
Camila Lima,Wardrobe,5657.26,3047.82,0.21,0.15,1/28/2020,31,76
Thiago Barbosa,Accessories,4251.16,2703.83,0.74,0.42,1/28/2020,24,33
Letícia Ribeiro,Accessories,5822.21,4949.27,0.36,0.54,1/28/2020,29,101
Enzo Nascimento,House,6758.22,9290.51,0.21,0.29,1/28/2020,40,47
Guilherme Santos,House,14906.81,8748.26,0.11,0.26,1/28/2020,91,335
Vitória Ribeiro,Toy,12423.29,7736.99,0.21,0.26,1/28/2020,70,233
Julia Araújo,Sports,16914.69,6847.31,0.47,0.36,1/28/2020,104,180
Lucas Rodrigues,Sports,11910.02,5926.55,0.26,0.38,1/28/2020,60,241
Thiago Carvalho,Sports,14900.7,13078.17,0.36,0.36,1/28/2020,89,231
Mateus Barbosa,Electronics,12357.13,10293.02,0.32,0.18,1/28/2020,65,108
Camila Carvalho,House,2442.69,5947.24,0.32,0.32,1/28/2020,14,42
Diego Cardoso,Wardrobe,1760.1,9178.58,0.15,0.15,1/28/2020,9,21
Jorge Santos,Toy,10863.25,3115.77,0.11,0.29,1/28/2020,57,148
Raphael Silva,Stationery,2178.42,2369.51,0.38,0.5,1/28/2020,9,35
Caroline Reis,Stationery,4659.39,3636.28,0.22,0.41,1/28/2020,24,66
Letícia Nascimento,Electronics,6036.79,13908.85,0.15,0.21,1/29/2020,33,119
Ana Sousa,Electronics,14302.51,9289.47,0.18,0.18,1/29/2020,94,377
Gustavo Martins,Electronics,8876.43,12673.78,0.28,0.23,1/29/2020,55,103
Beatriz Santos,Wardrobe,3635.37,9998.79,0.22,0.15,1/29/2020,19,52
Camila Lima,Wardrobe,11362.17,5447.91,0.07,0.16,1/29/2020,70,246
Thiago Barbosa,Accessories,558.48,2488.2,0.3,0.58,1/29/2020,4,6
Letícia Ribeiro,Accessories,3740.37,4931.81,0.4,0.46,1/29/2020,21,52
Enzo Nascimento,House,3289.05,10635.2,0.33,0.29,1/29/2020,19,35
Guilherme Santos,House,16012.15,6754.97,0.22,0.31,1/29/2020,102,122
Vitória Ribeiro,Toy,3242.1,11909.37,0.29,0.26,1/29/2020,19,50
Julia Araújo,Sports,7862.35,7323.84,0.13,0.3,1/29/2020,40,100
Lucas Rodrigues,Sports,1949.84,7713.76,0.52,0.36,1/29/2020,9,21
Thiago Carvalho,Sports,4388.41,7850.8,0.16,0.34,1/29/2020,26,46
Mateus Barbosa,Electronics,4858.97,8314.82,0.18,0.24,1/29/2020,28,103
Camila Carvalho,House,17801.68,4577.38,0.29,0.23,1/29/2020,97,162
Diego Cardoso,Wardrobe,3477.8,10335.28,0.21,0.15,1/29/2020,16,60
Jorge Santos,Toy,307.57,9601.62,0.15,0.28,1/29/2020,2,4
Raphael Silva,Stationery,2974.16,2880.46,0.38,0.54,1/29/2020,11,36
Caroline Reis,Stationery,428.9,2483.15,0.27,0.49,1/29/2020,2,4
Letícia Nascimento,Electronics,1978.88,9736.87,0.22,0.19,1/30/2020,9,35
Ana Sousa,Electronics,5996,13977.08,0.17,0.19,1/30/2020,33,99
Gustavo Martins,Electronics,4704.26,4927.74,0.22,0.22,1/30/2020,21,78
Beatriz Santos,Wardrobe,12237.7,7045.42,0.19,0.16,1/30/2020,67,200
Camila Lima,Wardrobe,11631.2,8510.62,0.2,0.2,1/30/2020,63,175
Thiago Barbosa,Accessories,4779.21,5105.21,0.66,0.54,1/30/2020,21,39
Letícia Ribeiro,Accessories,3924.52,4950.14,0.28,0.6,1/30/2020,24,94
Enzo Nascimento,House,10832.82,12379.26,0.18,0.23,1/30/2020,51,198
Guilherme Santos,House,10349.51,9053.42,0.33,0.31,1/30/2020,58,144
Vitória Ribeiro,Toy,5612.74,6972.04,0.17,0.21,1/30/2020,28,91
Julia Araújo,Sports,11859.04,10374.49,0.23,0.33,1/30/2020,62,250
Lucas Rodrigues,Sports,15769.69,13386.31,0.36,0.31,1/30/2020,80,233
Thiago Carvalho,Sports,10511.9,4901.67,0.48,0.35,1/30/2020,55,133
Mateus Barbosa,Electronics,443.73,7986.34,0.17,0.19,1/30/2020,4,11
Camila Carvalho,House,17968.18,4574.58,0.36,0.25,1/30/2020,101,341
Diego Cardoso,Wardrobe,12818.64,4538.74,0.15,0.17,1/30/2020,79,128
Jorge Santos,Toy,6359.75,11602.08,0.26,0.23,1/30/2020,34,44
Raphael Silva,Stationery,3784.11,1895.55,0.25,0.4,1/30/2020,23,40
Caroline Reis,Stationery,3332.66,3525.51,0.52,0.5,1/30/2020,17,60
Letícia Nascimento,Electronics,3137.24,14043.64,0.19,0.16,1/31/2020,16,46
Ana Sousa,Electronics,11190.02,10157.8,0.26,0.17,1/31/2020,55,126
Gustavo Martins,Electronics,2938.78,4279.86,0.31,0.18,1/31/2020,16,47
Beatriz Santos,Wardrobe,618.39,5858.43,0.13,0.17,1/31/2020,4,6
Camila Lima,Wardrobe,3559.17,9009.31,0.2,0.17,1/31/2020,16,45
Thiago Barbosa,Accessories,5506.01,3769.25,0.76,0.42,1/31/2020,28,60
Letícia Ribeiro,Accessories,5489.71,3339.34,0.34,0.42,1/31/2020,28,93
Enzo Nascimento,House,1924.91,10523.88,0.13,0.24,1/31/2020,12,39
Guilherme Santos,House,8522.52,7056.43,0.2,0.33,1/31/2020,50,102
Vitória Ribeiro,Toy,2633.3,5818.12,0.38,0.24,1/31/2020,16,43
Julia Araújo,Sports,5177.03,4965.97,0.43,0.38,1/31/2020,28,61
Lucas Rodrigues,Sports,2188,10546.88,0.3,0.34,1/31/2020,11,18
Thiago Carvalho,Sports,2068.97,9152.34,0.17,0.3,1/31/2020,9,28
Mateus Barbosa,Electronics,6246.34,10395.59,0.27,0.17,1/31/2020,34,125
Camila Carvalho,House,19974.68,7435.42,0.37,0.28,1/31/2020,118,380
Diego Cardoso,Wardrobe,4797.85,5832.57,0.16,0.2,1/31/2020,26,104
Jorge Santos,Toy,13235.71,10760.16,0.18,0.3,1/31/2020,80,211
Raphael Silva,Stationery,3990.63,3899.39,0.45,0.47,1/31/2020,19,33
Caroline Reis,Stationery,1160.83,1801.45,0.2,0.49,1/31/2020,9,17
Letícia Nascimento,Electronics,11146.57,6758.96,0.26,0.17,2/1/2020,51,102
Ana Sousa,Electronics,9997.06,11259.3,0.27,0.22,2/1/2020,51,184
Gustavo Martins,Electronics,1768.26,12812.12,0.13,0.21,2/1/2020,11,19
Beatriz Santos,Wardrobe,7049.33,9422.18,0.15,0.15,2/1/2020,40,80
Camila Lima,Wardrobe,6188.68,7641.97,0.08,0.17,2/1/2020,34,74
Thiago Barbosa,Accessories,3743.53,4050.8,0.52,0.46,2/1/2020,24,56
Letícia Ribeiro,Accessories,3036.44,1512.86,0.32,0.54,2/1/2020,16,55
Enzo Nascimento,House,11023.87,16463.06,0.23,0.23,2/1/2020,62,91
Guilherme Santos,House,12814.75,12767.7,0.22,0.29,2/1/2020,80,248
Vitória Ribeiro,Toy,1368.37,9113.07,0.24,0.24,2/1/2020,4,7
Julia Araújo,Sports,8026.58,11876.14,0.47,0.35,2/1/2020,41,162
Lucas Rodrigues,Sports,13816.34,6777.37,0.14,0.34,2/1/2020,77,146
Thiago Carvalho,Sports,5534.93,11835.33,0.34,0.3,2/1/2020,28,63
Mateus Barbosa,Electronics,3973.22,4951.58,0.11,0.2,2/1/2020,24,66
Camila Carvalho,House,7872.15,5355.2,0.21,0.23,2/1/2020,50,133
Diego Cardoso,Wardrobe,1512.33,6953.2,0.17,0.17,2/1/2020,6,17
Jorge Santos,Toy,10233.86,10207.25,0.15,0.29,2/1/2020,58,137
Raphael Silva,Stationery,1094.6,3366.85,0.25,0.54,2/1/2020,4,11
Caroline Reis,Stationery,2147.87,2002.51,0.25,0.52,2/1/2020,7,13
Letícia Nascimento,Electronics,5269.56,9508.39,0.24,0.22,2/2/2020,29,50
Ana Sousa,Electronics,883.68,11491.28,0.32,0.18,2/2/2020,4,10
Gustavo Martins,Electronics,12954.19,9127.17,0.08,0.17,2/2/2020,80,297
Beatriz Santos,Wardrobe,8915.29,4733.91,0.28,0.15,2/2/2020,55,134
Camila Lima,Wardrobe,4770.1,9788.14,0.16,0.15,2/2/2020,26,45
Thiago Barbosa,Accessories,2765.24,3453.64,0.3,0.48,2/2/2020,12,18
Letícia Ribeiro,Accessories,2062.73,2649.38,0.7,0.52,2/2/2020,9,34
Enzo Nascimento,House,8544.6,9737.94,0.4,0.31,2/2/2020,48,59
Guilherme Santos,House,13490.14,13716.14,0.28,0.24,2/2/2020,70,226
Vitória Ribeiro,Toy,3476.32,7482.99,0.15,0.29,2/2/2020,19,39
Julia Araújo,Sports,13528.56,9129.28,0.42,0.27,2/2/2020,82,213
Lucas Rodrigues,Sports,9861.33,4434.85,0.33,0.39,2/2/2020,55,80
Thiago Carvalho,Sports,11379.31,13767.09,0.34,0.38,2/2/2020,62,183
Mateus Barbosa,Electronics,4172.28,10409.95,0.29,0.23,2/2/2020,24,36
Camila Carvalho,House,494.78,12270.74,0.15,0.3,2/2/2020,2,6
Diego Cardoso,Wardrobe,5763.26,3398.38,0.19,0.16,2/2/2020,29,48
Jorge Santos,Toy,1026.6,6653.65,0.31,0.26,2/2/2020,4,7
Raphael Silva,Stationery,1698.49,3054.3,0.5,0.41,2/2/2020,7,24
Caroline Reis,Stationery,2218.38,3202.38,0.43,0.49,2/2/2020,12,28
Letícia Nascimento,Electronics,8334.37,11489.77,0.22,0.18,2/3/2020,50,93
Ana Sousa,Electronics,5284.36,4228.27,0.28,0.22,2/3/2020,31,44
Gustavo Martins,Electronics,11968.97,3898.7,0.14,0.16,2/3/2020,74,120
Beatriz Santos,Wardrobe,1119.23,8099.72,0.12,0.17,2/3/2020,7,25
Camila Lima,Wardrobe,1600.17,9135.93,0.27,0.18,2/3/2020,9,24
Thiago Barbosa,Accessories,4916.2,3665.91,0.5,0.44,2/3/2020,26,38
Letícia Ribeiro,Accessories,3064.98,3879.85,0.54,0.5,2/3/2020,17,60
Enzo Nascimento,House,7384.31,5859.16,0.12,0.3,2/3/2020,40,108
Guilherme Santos,House,8392.25,14746.4,0.14,0.31,2/3/2020,40,88
Vitória Ribeiro,Toy,9700.52,7377.19,0.1,0.21,2/3/2020,55,222
Julia Araújo,Sports,13284.1,13444.02,0.47,0.33,2/3/2020,80,226
Lucas Rodrigues,Sports,3023.71,9723.78,0.44,0.36,2/3/2020,16,52
Thiago Carvalho,Sports,5365.65,14050.6,0.48,0.38,2/3/2020,29,112
Mateus Barbosa,Electronics,6952.26,10466.51,0.15,0.22,2/3/2020,40,62
Camila Carvalho,House,5630.71,8548.94,0.29,0.23,2/3/2020,28,37
Diego Cardoso,Wardrobe,7728.47,6107.49,0.08,0.17,2/3/2020,45,127
Jorge Santos,Toy,10158.4,3272.49,0.26,0.3,2/3/2020,51,139
Raphael Silva,Stationery,891.38,2218.28,0.49,0.43,2/3/2020,4,13
Caroline Reis,Stationery,841.58,2067.45,0.34,0.43,2/3/2020,2,3
Letícia Nascimento,Electronics,11604.93,10334.73,0.27,0.22,2/4/2020,60,87
Ana Sousa,Electronics,2997.08,9081.82,0.11,0.21,2/4/2020,11,19
Gustavo Martins,Electronics,6635.74,4041,0.16,0.21,2/4/2020,34,41
Beatriz Santos,Wardrobe,9442.12,5890.22,0.27,0.14,2/4/2020,50,203
Camila Lima,Wardrobe,1678.75,7173.82,0.15,0.15,2/4/2020,7,17
